Grade;Area;Topic;Code;Description
 9-12;United States History I;Topic 5: The Civil War and Reconstruction: causes and consequences;HSS.USI.T5.05;Using primary sources such as diaries, reports in newspapers and periodicals, photographs, and cartoons/illustrations, document the roles of men and women who fought or served troops in the Civil War.
 9-12;United States History I;Topic 5: The Civil War and Reconstruction: causes and consequences;HSS.USI.T5.06;"Analyze the consequences of the Civil War and Reconstruction (e.g., the physical and economic destruction of the South and the loss of life of both Southern and Northern troops; the increased role of the federal government; the impeachment of President Johnson; the13th, 14th, and 15th Amendments; the expansion of the industrial capacity of the Northern U.S.; the role of the Freedmen?s Bureau and organizations such as the American League of Colored Laborers, the National Negro Labor Council, the Colored Farmers? National Alliance and Cooperative Union; the accomplishments and failures of Radical Reconstruction; the presidential election of 1876; and the end of Reconstruction)."
 9-12;United States History I;Topic 5: The Civil War and Reconstruction: causes and consequences;HSS.USI.T5.07;Analyze the long term consequences of one aspect of the Jim Crow era (1870s-1960s) that limited educational and economic opportunities for African Americans (e.g., segregated public schools, white supremacist beliefs, the threat of violence from extra-legal groups such as the Ku Klux Klan, the 1896 Supreme Court decision in Plessy v. Ferguson, and the Court?s 1954 decision in Brown v. the Board of Education of Topeka).
 9-12;United States History I;Topic 5: The Civil War and Reconstruction: causes and consequences;HSS.USI.T5.08;Evaluate the impact of educational and literary responses to emancipation and Reconstruction (e.g., founding of black colleges to educate teachers for African American schools, the U.S. publication of The Adventures of Huckleberry Finn by Samuel Clemens in 1885, and the development of African American literature in the early 20th century).
 9-12;United States History I;Topic 6: Rebuilding the United States: industry and immigration;HSS.USI.T6.01;"Explain the various causes of the Industrial Revolution (e.g., the economic impetus provided by the Civil War; important technological and scientific advances, such as the expansion of the railroad system; the role of business leaders, entrepreneurs, and inventors such as Alexander Graham Bell, Andrew Carnegie, Thomas Edison, J.P. Morgan, John D. Rockefeller, and Cornelius Vanderbilt)."
 9-12;United States History I;Topic 6: Rebuilding the United States: industry and immigration;HSS.USI.T6.02;"Make connections among the important consequences of the Industrial Revolution (e.g., economic growth and the rise of big business; environmental impact of industries; the expansion of cities; the emergence of labor unions such as the Knights of Labor and the American Federation of Labor under Samuel Gompers; workers? distrust of monopolies; the rise of the Populist Party under the leadership of William Jennings Bryan or the rise of the Socialist Party under Eugene Debs)."
 9-12;United States History I;Topic 6: Rebuilding the United States: industry and immigration;HSS.USI.T6.03;"Evaluate the effects of the entry of women into the workforce after the Civil War and analyze women?s political organizations, researching one of the following topics: the opening of teaching and nursing professions to women; new employment opportunities in clothing manufacture as a result of the invention of the sewing machine; in office work as the result of the invention of the typewriter, and in retail sales as the result of the creation of department stores; the formation of the Women?s Suffrage Association in 1869 and the Women?s Christian Temperance Union in 1874."
 9-12;United States History I;Topic 6: Rebuilding the United States: industry and immigration;HSS.USI.T6.04;Using primary source images, data, and documents, describe the causes of the immigration of Germans, the Irish, Italians, Eastern Europeans, Chinese, Koreans, and Japanese to America in the late 19th and early 20th centuries, and the major roles of these immigrants in industrialization and the building of railroads.
 9-12;United States History I;Topic 6: Rebuilding the United States: industry and immigration;HSS.USI.T6.05;Analyze the consequences of the continuing westward expansion of the American people after the Civil War and evaluate the impact of the 14th Amendment on Native Peoples and Asian and European immigrant men and women. Examples of research materials:  the Treaty of Fort Laramie (1868), the Navajo Treaty (1868), the Chinese Exclusion Act (1882), the Dawes Act (1887), cartoons by Thomas Nast on immigration, Native Peoples, and politics for Harper?s Weekly Magazine in the 1870s-1880s.
 9-12;United States History I;Topic 7: Progressivism and World War I;HSS.USI.T7.01;Explain what Progressivism meant in the early 20th century and analyze a text or images by a Progressive leader (e.g., Jane Addams, William Jennings Bryan, John Dewey, Robert La Follette, Theodore Roosevelt, Margaret Sanger, Upton Sinclair, Lewis Hine, William H. Taft, Ida Tarbell, Woodrow Wilson).
 9-12;United States History I;Topic 7: Progressivism and World War I;HSS.USI.T7.02;Research and analyze one of the following governmental policies of the Progressive Period, determine the problem it was designed to solve, and assess its long and short-term effectiveness: bans against child labor, the development of Indian boarding schools, the Sherman Anti-Trust Act (1890), the Pure Food and Drug Act (1906), the Meat Packing Act (1906), the Federal Reserve Act (1913), the Clayton Anti-Trust Act (1914), the Indian Citizenship Act (1924).
 9-12;United States History I;Topic 7: Progressivism and World War I;HSS.USI.T7.03;"Analyze the campaign for, and the opposition to, women?s suffrage in the late 19th and early 20th centuries; describe the role of leaders and organizations in achieving the passage of the 19th Amendment (e.g., Carrie Chapman Catt, Alice Paul, Ida B. Wells-Barnett the National Woman Suffrage Association, National Women?s Party, League of Women Voters)."
 9-12;United States History I;Topic 7: Progressivism and World War I;HSS.USI.T7.04;Analyze the strategies of African Americans to achieve basic civil rights in the early 20th century, and determine the extent to which they met their goals by researching leaders and organizations (e.g., Ida B. Wells-Barnett, W. E. B. DuBois, Marcus Garvey, Booker T, Washington, and the National Association for the Advancement of Colored People).
 9-12;United States History I;Topic 7: Progressivism and World War I;HSS.USI.T7.05;"Analyze the causes and course of growing role of the United States in world affairs from the Civil War to World War I, researching and reporting on one of the following ideas, policies, or events, and, where appropriate, including maps, timelines, and other visual resources to clarify connections among nations and events.

a. the purchase of Alaska from Russia (1867) 
b. the influence of the United States in Hawaii leading to annexation (1898) 
c. the Spanish-American War (1898) and resulting hanges in sovereignty for Cuba, Guam, Puerto Rico and the Philippines; the Philippine-American War (1899-1902) 
d. U.S. expansion into Asia beginning in 1899 under the Open Door policy 
e. Theodore Roosevelt?s Corollary to the Monroe Doctrine (1904) and his ?big stick? diplomacy in the Caribbean 
f. The Platt Amendment describing the role of the United States in Cuba (1901) and the subsequent occupation of Cuba (1903, 1906-1909) g. the role of the United States in the building of the Panama Canal (1904-1914) h. William Howard Taft?s foreign policy of Dollar Diplomacy i. United States involvement in the Mexican Revolution (1910-1920) j. American entry of the United States into World War I (1917) k. the global influenza pandemic (1918-1920)"
 9-12;United States History I;Topic 7: Progressivism and World War I;HSS.USI.T7.06;Explain the rationale and events leading to the entry of the U.S. into World War I (e.g., unrestricted submarine warfare, the sinking of the Lusitania, the Zimmerman telegram, the concept of ?making the world safe for democracy.?
 9-12;United States History I;Topic 7: Progressivism and World War I;HSS.USI.T7.07;Analyze the role played by the U.S. in support of the Allies and in the conduct of the war
 9-12;United States History I;Topic 7: Progressivism and World War I;HSS.USI.T7.08;"Explain the course and significance of Woodrow Wilson?s wartime diplomacy, including his Fourteen Points, the League of Nations, and the failure of the Versailles Treaty. 
For example, students take on the roles of legislators and debate whether or not the United States should join the League of Nations. This is an opportunity for students to engage with the concept of ?making the world safe for democracy? that they will encounter in United States History II and World History II. 
"
 9-12;US History II;Topic 1a: The role of economics in modern United States history: Scarcity and Economic Reasoning;HSS.USII.T1a.01;Describe how resources for the production of goods are limited, therefore people must make choices to gain some things and give up others.
 9-12;US History II;Topic 1a: The role of economics in modern United States history: Scarcity and Economic Reasoning;HSS.USII.T1a.02;Explain that the goals of economic policy may be to promote freedom, efficiency, equity, security, growth, price stability, and full employment and that different economic systems place greater emphasis on some goals over others.
 9-12;US History II;Topic 1b: The role of economics in modern United States history: Supply and Demand;HSS.USII.T1b.01;"Define supply and demand and explain the role that supply and demand, prices, and profits play in determining production and distribution in a market economy. 

a. the function of profit in a market economy as an incentive for entrepreneurs to accept the risks of business failure 
b. factors that cause changes in market supply and demand and how these changes influence the price and quantity of goods and services 
c. how financial markets, such as the stock market, channel funds from savers to investors and the function of investment in the economy 
"
 9-12;US History II;Topic 1c: The role of economics in modern United States history: Financial Investing;HSS.USII.T1c.01;"Explain what a financial investment is (e.g., a bank deposit, stocks, bonds, mutual funds, real estate); explain why the value of investments fluctuate, and track the gains or losses in value of a financial investment over time (e.g., stocks, bonds, or mutual funds)."
 9-12;US History II;Topic 1c: The role of economics in modern United States history: Financial Investing;HSS.USII.T1c.02;Explain how buyers and sellers in financial markets determine the prices of financial assets and therefore influence the rate of return on those assets.
 9-12;US History II;Topic 1d: The role of economics in modern United States history: Money and the Role of Financial Institutions;HSS.USII.T1d.01;Explain the role of banks and other financial institutions in the market economy of the United States, and analyze the reasons for banking crises.
 9-12;US History II;Topic 1d: The role of economics in modern United States history: Money and the Role of Financial Institutions;HSS.USII.T1d.02;"Describe the organization and functions of the Federal Reserve System; explain the reason the government established it in 1913 and analyze how it uses monetary tools to promote price stability, full employment, and economic growth."
 9-12;US History II;Topic 1f: The role of economics in modern United States history: National Economic Performance;HSS.USII.T1f.01;Explain how a country?s overall level of income, employment, and prices are determined by the individual spending and production decisions of households and firms, and that government measures such as Gross Domestic Product (GDP) describe these factors at the national level.
 9-12;US History II;Topic 1f: The role of economics in modern United States history: National Economic Performance;HSS.USII.T1f.02;"Analyze the impact of events such as wars and technological developments on business cycles. Examples: 

a. the impact of the Civil War 
b. the impact of the expansion of canals and railroads in the 19th century and the invention of space-age technology and the Internet in the 20th century"
 9-12;US History II;Topic 1g: The role of economics in modern United States history: The Role of Government;HSS.USII.T1g.01;Explain and give examples of the roles that government may play in a market economy, including the provision of public goods and services, redistribution of income, protection of property rights, and resolution of market failures.
 9-12;US History II;Topic 1g: The role of economics in modern United States history: The Role of Government;HSS.USII.T1g.02;Analyze how the government uses taxing and spending decisions (fiscal policy) and monetary policy to promote price stability, full employment, and economic growth.
 9-12;US History II;Topic 2: Modernity in the United States: ideologies and economies;HSS.USII.T2.01;"Analyze primary sources (e.g., documents, audio or film recordings, works of art and artifacts), to develop an argument about how the conflict between traditionalism and modernity manifested itself in the major societal trends and events in first two decades of the 20th century. Trends and events students might research include:

a. the arts, entrepreneurship and philanthropy of the Harlem Renaissance, including the work of individuals such as Langston Hughes, Zora Neale Hurston, Josephine Baker, Eubie Blake
b.  exhibitions, such as the Armory Show in New York, of avant-garde modern art (e.g., cubism, futurism) from Europe 
c. women serving in the military as nurses and telephone operators
d. the influx of World War I refugees leading to the Red Scare and the 1924 restrictions on immigration
e. racial and ethnic tensions, the resurgence of the Ku Klux Klan, white supremacy as a movement, and the first Great Migration of African Americans from the South to the North
f.  the impact of the eugenics movement on segregation, immigration, and the legalization of involuntary sterilization in some states; and the Supreme Court case, Buck v. Bell (1927), in which the Court ruled that state statutes permitting involuntary sterilization did not violate the Due Process clause of the 14th Amendment
g. debates over the concept of evolution, such as the reporting of H. L. Mencken on the Scopes Trial (1925), which raised the debate over teaching evolution in public schools; Charles Darwin?s book, On the Origin of Species(1859), and Christian fundamentalism
h. Prohibition of the manufacture, transport, or sale of alcoholic beverages under the 18th Amendment (1920-1933) and ?the Jazz Age?
i. The growing prominence of same-sex relationships, especially in urban areas
j. The Bread and Roses Strike in Lawrence (1912), the Boston police strike (1919), and the Massachusetts trials, appeals and execution of Nicola Sacco and Bartolomeo Vanzetti (1921)"
 9-12;US History II;Topic 2: Modernity in the United States: ideologies and economies;HSS.USII.T2.02;Describe the multiple causes (e.g., fall in stock market and commodities prices, restrictive monetary and trade policies, post-war reparations and debt) and consequences of the global depression of the 1930s (e.g., widespread unemployment, decline of personal income, support for social and political reform, decline in trade, the rise of fascism), including consideration of competing economic theories that explain the crisis (e.g., insufficient demand for goods and services [Keynesianism] vs. insufficient supply of money [monetarism]). (See also United States History II standards 1-12 on economics.)
 9-12;US History II;Topic 2: Modernity in the United States: ideologies and economies;HSS.USII.T2.03;Gather, evaluate, and analyze primary sources (e.g., economic data, articles, diaries, photographs, audio and video recordings, songs, movies, and literary works) to create an oral, media, or written report on how Americans responded to the Great Depression.
 9-12;US History II;Topic 2: Modernity in the United States: ideologies and economies;HSS.USII.T2.04;"Using primary sources such as campaign literature, news articles/analyses, editorials, and radio/newsreel coverage, analyze the important policies, institutions, trends, and personalities of the Depression era (e.g., Presidents Herbert Hoover and Franklin D. Roosevelt, Eleanor Roosevelt, Frances Perkins, Huey Long, Charles Coughlin, Charles Lindbergh). Students may research and complete a case study on any one of the following policies , institutions, or trends:

a. the Federal Deposit Insurance Corporation
b. the Securities and Exchange Commission
c. the Tennessee Valley Authority
d. the Social Security Act
e. the National Labor Relations Act
f. the Works Progress Administration
g. the Fair Labor Standards Act 
h. the American Federation of Labor
i. the Congress of Industrial Organizations
j. the American Communist Party 
k. the America First movement and anti-Semitism in the United States"
 9-12;US History II;Topic 2: Modernity in the United States: ideologies and economies;HSS.USII.T2.05;Evaluate the effectiveness of the New Deal programs enacted during the 1930s and the societal responses to those programs.
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.01;Develop an argument which analyzes the effectiveness of American isolationism and analyzes the impact of isolationism on U.S. foreign policy.
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.02;Explain the rise of fascism and the forms it took in Germany and Italy, including ideas and policies that led to the Holocaust.
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.03;Explain the reasons for American involvement in World War II and the key actions and events leading up to declarations of war against Japan and Germany.
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.04;On a map of the world, locate the Allied powers at the time of World War II (Britain, France, the Soviet Union, and the United States) and Axis powers (Germany, Italy, and Japan).
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.05;"Using primary sources such as news articles/analyses, editorials, and radio/newsreel coverage, analyze one of the events that led to World War II, one of the major battles of the war and its consequences, or one of the conferences of Allied leaders following the war: 

a. German rearmament and militarization of the Rhineland
b. The Munich Conference and Germany?s seizure of Austria and Czechoslovakia 
c. the Nazi-Soviet Pact of 1939 and the invasion of Poland 
d. Japan?s invasion of China and the Nanjing Massacre 
e. Pearl Harbor, Midway, D-Day, Okinawa, the Battle of the Bulge, Iwo Jima
f. the Yalta and Potsdam conferences 
"
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.06;Describe the Allied response to the persecution of the Jews by the Nazis before, during, and after the war.
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.07;"Explain the reasons the United States gave for the use of atomic bombs at Hiroshima and Nagasaki in Japan; and use primary and secondary sources to analyze how arguments for and against the use of nuclear weapons developed from the late 1940s to the early 1960s."
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.08;"Explain the long-term consequences of important domestic events during the war. 

a. the War?s stimulus to economic growth
b. the beginning of the second Great Migration of African Americans from the South to industrial cities of the North and to California
c. A. Philip Randolph and the efforts to eliminate employment discrimination on the basis of race
d. large numbers of women in the workforce of munitions industries and serving in non-combat jobs in the military, including as pilots, clerks, computer scientists, and nurses
e. the internment of West Coast Japanese Americans in the U.S. and Canada
f. how the two world wars led to greater demands for civil rights for women and African Americans."
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.09;"Analyze the factors that contributed to the Cold War and describe the policy of containment as a response by the United States to Soviet expansionist policies, using evidence from primary sources to explain the differences between the Soviet and American political and economic systems; Soviet aggression in Eastern Europe; the Korean War, United States support of anti-communist regimes in Latin America and Southeast Asia; the Truman Doctrine, the Marshall Plan, NATO, and the Warsaw Pact)."
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.10;"Explain what communism is as an economic system and analyze the sources of Cold War conflict; on a political map of the world, locate the areas of Cold War conflict between the U.S. and the Soviet Union in the 1950s to the 1980s."
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.11;Analyze Dwight D. Eisenhower?s response to the Soviet Union?s launching of Sputnik (1957) and the nation?s increased commitment to space exploration and education in science.
 9-12;US History II;Topic 3: Defending Democracy: Responses to fascism and communism;HSS.USII.T3.12;Summarize the diplomatic and military policies on the War in Vietnam of Presidents Eisenhower, John F. Kennedy, Lyndon Johnson, and Richard Nixon and explain the intended and unintended consequences of the Vietnam War the Vietnamese and Americans.
 9-12;US History II;Topic 4: Defending Democracy: the Cold War and Civil Rights at Home;HSS.USII.T4.01;Research and analyze one the domestic policies of Presidents Truman and Eisenhower (e.g., Truman?s Fair Deal, the Taft-Hartley Act of 1947, the Federal-Aid Highway Act of 1956 or the Social Security Disability Insurance Act of 1956).
 9-12;US History II;Topic 4: Defending Democracy: the Cold War and Civil Rights at Home;HSS.USII.T4.02;Analyze the roots of domestic communism and anti-communism in the 1950s, the origins and consequences of, and the resistance to McCarthyism, researching and reporting on people and institutions such as Whittaker Chambers, Alger Hiss, FBI Director J. Edgar Hoover, Senators Joseph McCarthy and Margaret Chase Smith, Julius and Ethel Rosenberg, the American Communist Party, the House Committee on Un-American Activities, and congressional investigations into the Lavender Scare).
 9-12;US History II;Topic 4: Defending Democracy: the Cold War and Civil Rights at Home;HSS.USII.T4.03;Analyze the causes and consequences of important domestic Cold War trends in the United States (e.g., economic growth and declining poverty, the G. I. Education bill, the decline in women?s employment, climb in the birthrate, the growth of suburbs and home ownership, the increase in education levels, the impact of television and increased consumerism).
 9-12;US History II;Topic 4: Defending Democracy: the Cold War and Civil Rights at Home;HSS.USII.T4.04;Analyze the origins, evolution, and goals of the African American Civil Rights Movement, researching the work of people such as Martin Luther King, Jr., Thurgood Marshall, Rosa Parks, Malcolm X, John Lewis, Bayard Rustin, Robert F. Kennedy, and institutions such as the National Association for the Advancement of Colored People, the Student Nonviolent Coordinating Committee, and the Congress of Racial Equality.
 9-12;US History II;Topic 4: Defending Democracy: the Cold War and Civil Rights at Home;HSS.USII.T4.05;"Using primary sources such as news articles/analyses, editorials, and radio/television coverage, research and analyze resistance to integration in some white communities, protests to end segregation, and Supreme Court decisions on civil rights.

a. The 1954 Supreme Court decision in Brown v. Board of Education  
b. the 1955-1956 Montgomery Bus Boycott, the 1957-1958 Little Rock School Crisis and Eisenhower?s  civil rights record
c. King?s philosophy of non-violent civil disobedience, based on the ideas of Gandhi and the sit-ins and freedom rides of the early 1960s 
d. the 1963 civil rights protest in Birmingham and the March on Washington
e. 1965 civil rights protest in Selma 
f. the 1968 assassination of Martin Luther King, Jr. 
"
 9-12;US History II;Topic 4: Defending Democracy: the Cold War and Civil Rights at Home;HSS.USII.T4.06;"Evaluate accomplishments of the Civil Rights movement (e.g., the 1964 Civil Rights Act and the 1965 Voting Rights Act) and how they served as a model for later feminist, disability, and gender rights movements of the 20th and 21st centuries; collect and analyze demographic data to investigate trends from the 1964 to 2010 in areas such as voter registration and participation, median family income, or educational attainment among African American, Hispanic American, Asian American and white populations."
 9-12;US History II;Topic 4: Defending Democracy: the Cold War and Civil Rights at Home;HSS.USII.T4.07;"Using primary sources such as news articles/analyses, editorials, and television coverage, research Massachusetts leaders for civil rights and the controversies over the racial desegregation of public schools in the 1960s and 1970s, including:

a. the establishment of the Metropolitan Council for Educational Opportunity (METCO) busing plan involving Boston, Springfield, and suburban school districts
b. Court-ordered desegregation and mandated busing in the public schools of Boston and other Massachusetts cities"
 9-12;US History II;Topic 4: Defending Democracy: the Cold War and Civil Rights at Home;HSS.USII.T4.08;"Using primary and secondary sources, analyze the causes and course of one of the following social and political movements, including consideration of the role of protest, advocacy organizations, and active citizen participation. 

a. Women?s rights, including the writings on feminism by Betty Friedan, Gloria Steinem and others; the availability of the birth control pill; the activism of the National Organization for Women and opposition to the movement by conservative leaders such as Phyllis Schlafly; passage of the Equal Rights Amendment to the Constitution (1972), and its failure to achieve sufficient ratification by states; Title IX of the 1972 Education Amendments to the 1964 Civil Rights Act, the 1973 Supreme Court decision, Roe v. Wade, the appointment of Sandra Day O?Connor as the first woman Justice of the Supreme Court in 1981, and increasing numbers of women in elected offices in national and state government.
b. the Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) Civil Rights Movement, the impact of world wars on the demand for gay rights, the Stonewall Rebellion of 1969, the Gay Pride Movement, and activism and medical research to slow the spread of AIDS in the 1980s; the role of the Massachusetts Supreme Judicial Court in Goodridge v. Department of Public Health (2004) and the role of other state courts in providing equal protection for same sex marriage in advance of the United States Supreme Court decision in Obergefell v. Hodges (2015)
c. the disability rights movement such as deinstitutionalization, independent living, the Education for All Handicapped Children Act (1975), the Americans with Disabilities Act (1990), and the Individuals with Disabilities Education Act (1990)
d. the environmental protection movement (e.g., the 1962 publication of Rachel Carson?s Silent Spring; the 1970 federal Clean Air Act; the 1972 Massachusetts Wetlands Protection Act; the 1972 Federal Water Pollution Control Act and subsequent amendments) 
e. the movement to protect the health and rights of workers, and improve working conditions and wages (e.g., C?sar Chˇvez and Dolores Huerta and the migrant farmworkers? movement, workplace protections against various forms of discrimination and sexual harassment)
f. the movement to protect the rights, self-determination, and sovereignty of Native Peoples (e.g., the Indian Civil Rights Act of 1968, the American Indian Movement, the Wounded Knee Incident at the Pine Ridge Reservation in South Dakota in 1973, the Indian Self Determination and Education Assistance Act of 1975, and the efforts of Native Peoples? groups to preserve Native cultures, gain federal or state recognition and raise awareness of Native American history"
 9-12;US History II;Topic 4: Defending Democracy: the Cold War and Civil Rights at Home;HSS.USII.T4.09;"Research and analyze issues related to race relations in the United States since the passage of the Civil Rights Act of 1964 and the Voting Rights Act of 1965, including: the Fair Housing Act of 1968 and its impact on neighborhood integration; policies, court cases, and practices regarding affirmative action and their impact on diversity in the workforce and higher education; disparities and trends in educational achievement and attainment, health outcomes, wealth and income, and rates of incarceration; the election of the nation?s first African American president, Barack Obama, in 2008 and 2012."
 9-12;US History II;Topic 5: United States and globalization;HSS.USII.T5.01;Using primary sources such as campaign literature and debates, news articles/analyses, editorials, and television coverage, analyze the important policies and events that took place during the presidencies of John F. Kennedy (e.g., the confrontation with Cuba over missile bases, the space exploration program, Kennedy?s assassination), Lyndon Johnson (the Great Society programs, the Civil Rights and Voting Rights Acts, the Vietnam War and anti-war movements, the 1965 Immigration and Nationality Act, the assassinations of Martin Luther King, Jr., and Robert F. Kennedy), and Richard Nixon (the creation of the Environmental Protection Agency, diplomacy with China, d?tente with the Soviet Union, the Watergate scandal, and Nixon?s resignation).
 9-12;US History II;Topic 5: United States and globalization;HSS.USII.T5.02;Analyze and evaluate the impact of economic liberalism on mid-20th century society, including the legacy of the New Deal on post World War II America, the expansion of American manufacturing and unionism, social welfare programs, and the regulation of major industries such as transportation, energy, communications and finance.
 9-12;US History II;Topic 5: United States and globalization;HSS.USII.T5.03;Analyze the presidency of Ronald Reagan (1981-1989) and the rise of the conservative movement in American politics, (e.g., policies such as tax rate cuts, anti-communist foreign and defense policies, replacement of striking air traffic controllers with non-union personnel.
 9-12;US History II;Topic 5: United States and globalization;HSS.USII.T5.04;Analyze how the failure of communist economic policies and U.S.-sponsored resistance to Soviet military and diplomatic initiatives contributed to the fall of the Berlin Wall in 1989 the dissolution of the Soviet Union in 1991, and the end of the Cold War.
 9-12;US History II;Topic 5: United States and globalization;HSS.USII.T5.05;Analyze some of the major technological and social trends and issues of the late 20th and early 21st centuries (e.g., the computer and technological revolution beginning in the 1980s, scientific and medical discoveries such as DNA research, major immigration and demographic changes such as the rise in Asian and Hispanic immigration).
 9-12;US History II;Topic 5: United States and globalization;HSS.USII.T5.06;Evaluate the effectiveness of the federal government?s response to international terrorism in the 21st century, including the 2001 terrorist attack on the World Trade Center in New York City and the Pentagon near Washington, D.C., the Homeland Security Act, the Foreign Intelligence Surveillance Act, and the Afghanistan and Iraq Wars.
 9-12;World History I;Topic 1: Dynamic interactions among regions of the world;HSS.WHI.T1.01;"Explain different ways in which societies interact across regions (e.g., trade; cultural, religious, linguistic, and technological exchange and diffusion; migration; exploration; diplomatic alliances; colonization and conquests)."
 9-12;World History I;Topic 1: Dynamic interactions among regions of the world;HSS.WHI.T1.02;Give examples of exchanges of ideas and goods among ancient complex societies to c. 500 CE.
 9-12;World History I;Topic 1: Dynamic interactions among regions of the world;HSS.WHI.T1.03;Explain how interactions among societies are affected by geographical factors such as the location of bodies of water, mountains, and deserts, climate, the presence or scarcity of natural resources, and human factors such as population size and density, mortality rates, or migration patterns.
 9-12;World History I;Topic 1: Dynamic interactions among regions of the world;HSS.WHI.T1.04;Demonstrate the ability to analyze primary sources, including texts, maps, diagrams, works of art and architecture.
 9-12;World History I;Topic 1: Dynamic interactions among regions of the world;HSS.WHI.T1.05;"Demonstrate the ability to construct graphic displays that convey information about interactions among and comparisons between societies.

a. different kinds of maps to show physical features, political boundaries and forms of interaction (e.g., trade routes, invasions, cultural diffusion)
b. timelines that show simultaneous relationships (e.g., the development of technologies or artistic styles in different parts of the world or the rise, interaction, and collapse of multiple kingdoms or empires)
c. charts or graphs to convey comparative information (e.g., size of population in different periods and places, value of goods traded between different locations)"
 9-12;World History I;Topic 2: Development and diffusion of religions and systems of belief c. 500 BCE-1200 CE;HSS.WHI.T2.01;Map how the Buddhist, Christian, and Islamic religions spread from their places of origin to other parts of Eurasia and Africa to c. 1400 CE, and explain some of the means by which religions spread (e.g., by official government decree, missionary work, pilgrimages, translations of texts, the diffusion of religious imagery and the construction of buildings such as temples, churches, cathedrals, monasteries, and mosques for religious purposes).
 9-12;World History I;Topic 2: Development and diffusion of religions and systems of belief c. 500 BCE-1200 CE;HSS.WHI.T2.02;"Describe the central tenets of Hinduism, Judaism, Buddhism, Confucianism, Christianity, and Islam; create a timeline that shows when and where each religion or belief system began."
 9-12;World History I;Topic 2: Development and diffusion of religions and systems of belief c. 500 BCE-1200 CE;HSS.WHI.T2.03;Describe the historic commonalities among monotheistic religions (e.g., Zoroastrianism, Judaism, Christianity, Islam) and how they differed from polytheistic religions.
 9-12;World History I;Topic 2: Development and diffusion of religions and systems of belief c. 500 BCE-1200 CE;HSS.WHI.T2.04;Describe indigenous religious practices in Africa and explain how these practices survived and shaped African Christian and Islamic religions.
 9-12;World History I;Topic 2: Development and diffusion of religions and systems of belief c. 500 BCE-1200 CE;HSS.WHI.T2.05;"Locate on a map and analyze relationships between political power, religion, and cultural achievement in one empire that flourished between c.100 and 1000 CE.

a. the Kushan Empire (c. 1st-5th centuries) with its fusion of Greco-Roman and Buddhist culture and imagery in Gandharan sculpture; the Gupta Empire (c. 320-600 CE), uniting multiple kingdoms of North, Central, and Southeast India, religious tolerance for Hinduism, Buddhism and Jainism; highly developed Hindu and Buddhist sculpture and literature
b.  the early period of the Byzantine Empire (4th -6th century CE), the founding of Constantinople, the adoption of Christianity as an officially sanctioned religion, the building of the Hagia Sophia, and the development of the Code of Justinian
c. the Abbasid Caliphate in western Asia and North Africa (750-1258 CE) and  the flourishing of Islamic arts, science, and learning"
 9-12;World History I;Topic 3: Interactions of kingdoms and empires c. 1000-1500;HSS.WHI.T3.01;Explain the concepts of hereditary rule, kingdom, empire, feudal society, and dynasty and explain why these concepts are important in the analysis of political power and governments in different historical periods and in different places.
