"dia","grado","asignatura","area","codigo","descripcion"
138,"7°","Biblia","Aplicación a la Vida","7.LA.4.b","Puedo enumerar principios de sabiduría basados en ejemplos de hombres y mujeres sabios de la Biblia."
139,"7°","Biblia","Aplicación a la Vida","7.LA.4.c","Puedo tabular consecuencias y recompensas en la vida de celebridades contemporáneas."
140,"7°","Biblia","Aplicación a la Vida","7.LA.4.c","Puedo tabular consecuencias y recompensas en la vida de celebridades contemporáneas."
141,"7°","Biblia","Aplicación a la Vida","7.LA.4.d","Puedo evaluar mis fortalezas y debilidades de carácter personal en las áreas de sabiduría bíblica estudiadas en clase."
142,"7°","Biblia","Aplicación a la Vida","7.LA.4.d","Puedo evaluar mis fortalezas y debilidades de carácter personal en las áreas de sabiduría bíblica estudiadas en clase."
143,"7°","Biblia","Aplicación a la Vida","7.LA.4.e","Puedo memorizar versículos (1 Juan 2:11-12, Proverbios 1:7-9, 1 Juan 2:9-10, Salmos 68:5) y articular su significado y aplicación a mi vida."
144,"7°","Biblia","Aplicación a la Vida","7.LA.4.e","Puedo memorizar versículos (1 Juan 2:11-12, Proverbios 1:7-9, 1 Juan 2:9-10, Salmos 68:5) y articular su significado y aplicación a mi vida."
145,"7°","Biblia","Servicio Cristiano","7.SC.5.a","Puedo discutir los principios bíblicos de la mayordomía sabia."
146,"7°","Biblia","Servicio Cristiano","7.SC.5.a","Puedo discutir los principios bíblicos de la mayordomía sabia."
147,"7°","Biblia","Servicio Cristiano","7.SC.5.b","Puedo identificar al menos un don o talento que tengo y una forma en que este don podría usarse para servir a otros."
148,"7°","Biblia","Servicio Cristiano","7.SC.5.b","Puedo identificar al menos un don o talento que tengo y una forma en que este don podría usarse para servir a otros."
149,"7°","Biblia","Servicio Cristiano","7.SC.5.c","Puedo definir el término "marginado" y nombrar categorías de personas en la Biblia que encajarían en esta descripción."
150,"7°","Biblia","Servicio Cristiano","7.SC.5.c","Puedo definir el término "marginado" y nombrar categorías de personas en la Biblia que encajarían en esta descripción."
151,"7°","Biblia","Servicio Cristiano","7.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
152,"7°","Biblia","Servicio Cristiano","7.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
153,"7°","Biblia","Alfabetización Bíblica","7.BL.1.a","Puedo distinguir la sabiduría de Dios de la sabiduría humana y puedo reflexionar sobre la presencia o ausencia de sabiduría en mi propia vida."
154,"7°","Biblia","Alfabetización Bíblica","7.BL.1.a","Puedo distinguir la sabiduría de Dios de la sabiduría humana y puedo reflexionar sobre la presencia o ausencia de sabiduría en mi propia vida."
155,"7°","Biblia","Alfabetización Bíblica","7.BL.1.b","Puedo definir la sabiduría como un concepto bíblico."
156,"7°","Biblia","Alfabetización Bíblica","7.BL.1.b","Puedo definir la sabiduría como un concepto bíblico."
157,"7°","Biblia","Alfabetización Bíblica","7.BL.1.c","Puedo nombrar los libros que comprenden la "literatura sapiencial" en la Biblia."
158,"7°","Biblia","Alfabetización Bíblica","7.BL.1.c","Puedo nombrar los libros que comprenden la "literatura sapiencial" en la Biblia."
159,"7°","Biblia","Alfabetización Bíblica","7.BL.1.d","Puedo explicar la hermenéutica básica de cómo deben leerse y entenderse los Proverbios."
160,"7°","Biblia","Alfabetización Bíblica","7.BL.1.d","Puedo explicar la hermenéutica básica de cómo deben leerse y entenderse los Proverbios."
161,"7°","Biblia","Discernimiento Espiritual","7.SD.2.a","Puedo describir la sabiduría bíblica en áreas clave expresadas en Proverbios."
162,"7°","Biblia","Discernimiento Espiritual","7.SD.2.a","Puedo describir la sabiduría bíblica en áreas clave expresadas en Proverbios."
163,"7°","Biblia","Discernimiento Espiritual","7.SD.2.b","Puedo reflexionar sobre mi propio viaje de la coerción al consejo. (coerción - adhesión basada en el miedo a la ley; presión de grupo; miedo al castigo; consejo - consejo de padres; aporte de maestros; guía del Espíritu Santo; sistema de gracia)."
164,"7°","Biblia","Discernimiento Espiritual","7.SD.2.b","Puedo reflexionar sobre mi propio viaje de la coerción al consejo. (coerción - adhesión basada en el miedo a la ley; presión de grupo; miedo al castigo; consejo - consejo de padres; aporte de maestros; guía del Espíritu Santo; sistema de gracia)."
165,"7°","Biblia","Discernimiento Espiritual","7.SD.2.c","Puedo articular la diferencia entre andar en el Espíritu y vivir en la carne."
166,"7°","Biblia","Discernimiento Espiritual","7.SD.2.c","Puedo articular la diferencia entre andar en el Espíritu y vivir en la carne."
167,"7°","Biblia","Cosmovisión Bíblica","7.BW.3.a","Puedo mostrar cómo la cosmovisión afecta la percepción y la toma de decisiones."
168,"7°","Biblia","Cosmovisión Bíblica","7.BW.3.a","Puedo mostrar cómo la cosmovisión afecta la percepción y la toma de decisiones."
169,"7°","Biblia","Cosmovisión Bíblica","7.BW.3.b","Puedo articular los elementos básicos de la cosmovisión cristiana (creación, caída, redención, verdad, valores, Dios, humanidad)."
170,"7°","Biblia","Cosmovisión Bíblica","7.BW.3.b","Puedo articular los elementos básicos de la cosmovisión cristiana (creación, caída, redención, verdad, valores, Dios, humanidad)."
171,"7°","Biblia","Cosmovisión Bíblica","7.BW.3.c","Puedo comparar cosmovisiones transmitidas a través de la cultura y los medios."
172,"7°","Biblia","Cosmovisión Bíblica","7.BW.3.c","Puedo comparar cosmovisiones transmitidas a través de la cultura y los medios."
173,"7°","Biblia","Aplicación a la Vida","7.LA.4.a","Puedo identificar los elementos esenciales del carácter cristiano fuerte (ej. fruto del Espíritu)."
174,"7°","Biblia","Aplicación a la Vida","7.LA.4.a","Puedo identificar los elementos esenciales del carácter cristiano fuerte (ej. fruto del Espíritu)."
175,"7°","Biblia","Aplicación a la Vida","7.LA.4.b","Puedo enumerar principios de sabiduría basados en ejemplos de hombres y mujeres sabios de la Biblia."
176,"7°","Biblia","Aplicación a la Vida","7.LA.4.b","Puedo enumerar principios de sabiduría basados en ejemplos de hombres y mujeres sabios de la Biblia."
177,"7°","Biblia","Aplicación a la Vida","7.LA.4.c","Puedo tabular consecuencias y recompensas en la vida de celebridades contemporáneas."
178,"7°","Biblia","Aplicación a la Vida","7.LA.4.c","Puedo tabular consecuencias y recompensas en la vida de celebridades contemporáneas."
179,"7°","Biblia","Aplicación a la Vida","7.LA.4.d","Puedo evaluar mis fortalezas y debilidades de carácter personal en las áreas de sabiduría bíblica estudiadas en clase."
180,"7°","Biblia","Aplicación a la Vida","7.LA.4.d","Puedo evaluar mis fortalezas y debilidades de carácter personal en las áreas de sabiduría bíblica estudiadas en clase."
1,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
2,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
3,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
4,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
5,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
6,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
7,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
8,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
9,"8°","Biblia","Discernimiento Espiritual","8.SD.2.b","Puedo evaluar cómo Dios obra en la vida de hombres y mujeres del Antiguo Testamento a pesar de las debilidades y fracasos humanos."
10,"8°","Biblia","Discernimiento Espiritual","8.SD.2.b","Puedo evaluar cómo Dios obra en la vida de hombres y mujeres del Antiguo Testamento a pesar de las debilidades y fracasos humanos."
11,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.a","Puedo distinguir entre seguir a Dios y seguir ídolos."
12,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.a","Puedo distinguir entre seguir a Dios y seguir ídolos."
13,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.b","Puedo identificar profecías del Antiguo Testamento que se cumplen en Jesucristo."
14,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.b","Puedo identificar profecías del Antiguo Testamento que se cumplen en Jesucristo."
15,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.c","Puedo discutir las implicaciones de ser creado a imagen de Dios."
16,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.c","Puedo discutir las implicaciones de ser creado a imagen de Dios."
17,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.d","Puedo evaluar la base de la ley y cómo interactúan las leyes bíblicas, naturales y civiles."
18,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.d","Puedo evaluar la base de la ley y cómo interactúan las leyes bíblicas, naturales y civiles."
19,"8°","Biblia","Aplicación a la Vida","8.LA.4.a","Puedo discutir cómo los principios del Antiguo Testamento pueden enriquecer mi vida."
20,"8°","Biblia","Aplicación a la Vida","8.LA.4.a","Puedo discutir cómo los principios del Antiguo Testamento pueden enriquecer mi vida."
21,"8°","Biblia","Aplicación a la Vida","8.LA.4.b","Puedo usar ejemplos del Antiguo Testamento para evaluar el comportamiento piadoso."
22,"8°","Biblia","Aplicación a la Vida","8.LA.4.b","Puedo usar ejemplos del Antiguo Testamento para evaluar el comportamiento piadoso."
23,"8°","Biblia","Aplicación a la Vida","8.LA.4.c","Puedo comparar y contrastar las acciones de aquellos que siguen a Dios y aquellos que se apartan de Dios."
24,"8°","Biblia","Aplicación a la Vida","8.LA.4.c","Puedo comparar y contrastar las acciones de aquellos que siguen a Dios y aquellos que se apartan de Dios."
25,"8°","Biblia","Aplicación a la Vida","8.LA.4.d","Puedo memorizar versículos (Juan 1:10-12, Juan 13:34-35, Juan 14:1-3) y articular su significado y aplicación a mi vida."
26,"8°","Biblia","Aplicación a la Vida","8.LA.4.d","Puedo memorizar versículos (Juan 1:10-12, Juan 13:34-35, Juan 14:1-3) y articular su significado y aplicación a mi vida."
27,"8°","Biblia","Servicio Cristiano","8.SC.5.a","Puedo identificar y explicar un pasaje de las Escrituras que demuestra el llamado de Dios a su pueblo a "hacer justicia"."
28,"8°","Biblia","Servicio Cristiano","8.SC.5.a","Puedo identificar y explicar un pasaje de las Escrituras que demuestra el llamado de Dios a su pueblo a "hacer justicia"."
29,"8°","Biblia","Servicio Cristiano","8.SC.5.b","Puedo reflexionar sobre una forma en que yo he "hecho justicia" personalmente o la he visto hacer este semestre."
30,"8°","Biblia","Servicio Cristiano","8.SC.5.b","Puedo reflexionar sobre una forma en que yo he "hecho justicia" personalmente o la he visto hacer este semestre."
31,"8°","Biblia","Servicio Cristiano","8.SC.5.c","Puedo dar un ejemplo de cómo la misericordia (recibir lo que no mereces) se aplica al servicio a los demás."
32,"8°","Biblia","Servicio Cristiano","8.SC.5.c","Puedo dar un ejemplo de cómo la misericordia (recibir lo que no mereces) se aplica al servicio a los demás."
33,"8°","Biblia","Servicio Cristiano","8.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
34,"8°","Biblia","Servicio Cristiano","8.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
35,"8°","Biblia","Servicio Cristiano","8.SC.5.e","Puedo ayudar a planificar e implementar proyectos de servicio."
36,"8°","Biblia","Servicio Cristiano","8.SC.5.e","Puedo ayudar a planificar e implementar proyectos de servicio."
37,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
38,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
39,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
40,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
41,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
42,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
43,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
44,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
45,"8°","Biblia","Discernimiento Espiritual","8.SD.2.b","Puedo evaluar cómo Dios obra en la vida de hombres y mujeres del Antiguo Testamento a pesar de las debilidades y fracasos humanos."
46,"8°","Biblia","Discernimiento Espiritual","8.SD.2.b","Puedo evaluar cómo Dios obra en la vida de hombres y mujeres del Antiguo Testamento a pesar de las debilidades y fracasos humanos."
47,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.a","Puedo distinguir entre seguir a Dios y seguir ídolos."
48,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.a","Puedo distinguir entre seguir a Dios y seguir ídolos."
49,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.b","Puedo identificar profecías del Antiguo Testamento que se cumplen en Jesucristo."
50,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.b","Puedo identificar profecías del Antiguo Testamento que se cumplen en Jesucristo."
51,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.c","Puedo discutir las implicaciones de ser creado a imagen de Dios."
52,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.c","Puedo discutir las implicaciones de ser creado a imagen de Dios."
53,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.d","Puedo evaluar la base de la ley y cómo interactúan las leyes bíblicas, naturales y civiles."
54,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.d","Puedo evaluar la base de la ley y cómo interactúan las leyes bíblicas, naturales y civiles."
55,"8°","Biblia","Aplicación a la Vida","8.LA.4.a","Puedo discutir cómo los principios del Antiguo Testamento pueden enriquecer mi vida."
56,"8°","Biblia","Aplicación a la Vida","8.LA.4.a","Puedo discutir cómo los principios del Antiguo Testamento pueden enriquecer mi vida."
57,"8°","Biblia","Aplicación a la Vida","8.LA.4.b","Puedo usar ejemplos del Antiguo Testamento para evaluar el comportamiento piadoso."
58,"8°","Biblia","Aplicación a la Vida","8.LA.4.b","Puedo usar ejemplos del Antiguo Testamento para evaluar el comportamiento piadoso."
59,"8°","Biblia","Aplicación a la Vida","8.LA.4.c","Puedo comparar y contrastar las acciones de aquellos que siguen a Dios y aquellos que se apartan de Dios."
60,"8°","Biblia","Aplicación a la Vida","8.LA.4.c","Puedo comparar y contrastar las acciones de aquellos que siguen a Dios y aquellos que se apartan de Dios."
61,"8°","Biblia","Aplicación a la Vida","8.LA.4.d","Puedo memorizar versículos (Juan 1:10-12, Juan 13:34-35, Juan 14:1-3) y articular su significado y aplicación a mi vida."
62,"8°","Biblia","Aplicación a la Vida","8.LA.4.d","Puedo memorizar versículos (Juan 1:10-12, Juan 13:34-35, Juan 14:1-3) y articular su significado y aplicación a mi vida."
63,"8°","Biblia","Servicio Cristiano","8.SC.5.a","Puedo identificar y explicar un pasaje de las Escrituras que demuestra el llamado de Dios a su pueblo a "hacer justicia"."
64,"8°","Biblia","Servicio Cristiano","8.SC.5.a","Puedo identificar y explicar un pasaje de las Escrituras que demuestra el llamado de Dios a su pueblo a "hacer justicia"."
65,"8°","Biblia","Servicio Cristiano","8.SC.5.b","Puedo reflexionar sobre una forma en que yo he "hecho justicia" personalmente o la he visto hacer este semestre."
66,"8°","Biblia","Servicio Cristiano","8.SC.5.b","Puedo reflexionar sobre una forma en que yo he "hecho justicia" personalmente o la he visto hacer este semestre."
67,"8°","Biblia","Servicio Cristiano","8.SC.5.c","Puedo dar un ejemplo de cómo la misericordia (recibir lo que no mereces) se aplica al servicio a los demás."
68,"8°","Biblia","Servicio Cristiano","8.SC.5.c","Puedo dar un ejemplo de cómo la misericordia (recibir lo que no mereces) se aplica al servicio a los demás."
69,"8°","Biblia","Servicio Cristiano","8.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
70,"8°","Biblia","Servicio Cristiano","8.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
71,"8°","Biblia","Servicio Cristiano","8.SC.5.e","Puedo ayudar a planificar e implementar proyectos de servicio."
72,"8°","Biblia","Servicio Cristiano","8.SC.5.e","Puedo ayudar a planificar e implementar proyectos de servicio."
73,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
74,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
75,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
76,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
77,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
78,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
79,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
80,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
81,"8°","Biblia","Discernimiento Espiritual","8.SD.2.b","Puedo evaluar cómo Dios obra en la vida de hombres y mujeres del Antiguo Testamento a pesar de las debilidades y fracasos humanos."
82,"8°","Biblia","Discernimiento Espiritual","8.SD.2.b","Puedo evaluar cómo Dios obra en la vida de hombres y mujeres del Antiguo Testamento a pesar de las debilidades y fracasos humanos."
83,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.a","Puedo distinguir entre seguir a Dios y seguir ídolos."
84,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.a","Puedo distinguir entre seguir a Dios y seguir ídolos."
85,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.b","Puedo identificar profecías del Antiguo Testamento que se cumplen en Jesucristo."
86,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.b","Puedo identificar profecías del Antiguo Testamento que se cumplen en Jesucristo."
87,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.c","Puedo discutir las implicaciones de ser creado a imagen de Dios."
88,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.c","Puedo discutir las implicaciones de ser creado a imagen de Dios."
89,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.d","Puedo evaluar la base de la ley y cómo interactúan las leyes bíblicas, naturales y civiles."
90,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.d","Puedo evaluar la base de la ley y cómo interactúan las leyes bíblicas, naturales y civiles."
91,"8°","Biblia","Aplicación a la Vida","8.LA.4.a","Puedo discutir cómo los principios del Antiguo Testamento pueden enriquecer mi vida."
92,"8°","Biblia","Aplicación a la Vida","8.LA.4.a","Puedo discutir cómo los principios del Antiguo Testamento pueden enriquecer mi vida."
93,"8°","Biblia","Aplicación a la Vida","8.LA.4.b","Puedo usar ejemplos del Antiguo Testamento para evaluar el comportamiento piadoso."
94,"8°","Biblia","Aplicación a la Vida","8.LA.4.b","Puedo usar ejemplos del Antiguo Testamento para evaluar el comportamiento piadoso."
95,"8°","Biblia","Aplicación a la Vida","8.LA.4.c","Puedo comparar y contrastar las acciones de aquellos que siguen a Dios y aquellos que se apartan de Dios."
96,"8°","Biblia","Aplicación a la Vida","8.LA.4.c","Puedo comparar y contrastar las acciones de aquellos que siguen a Dios y aquellos que se apartan de Dios."
97,"8°","Biblia","Aplicación a la Vida","8.LA.4.d","Puedo memorizar versículos (Juan 1:10-12, Juan 13:34-35, Juan 14:1-3) y articular su significado y aplicación a mi vida."
98,"8°","Biblia","Aplicación a la Vida","8.LA.4.d","Puedo memorizar versículos (Juan 1:10-12, Juan 13:34-35, Juan 14:1-3) y articular su significado y aplicación a mi vida."
99,"8°","Biblia","Servicio Cristiano","8.SC.5.a","Puedo identificar y explicar un pasaje de las Escrituras que demuestra el llamado de Dios a su pueblo a "hacer justicia"."
100,"8°","Biblia","Servicio Cristiano","8.SC.5.a","Puedo identificar y explicar un pasaje de las Escrituras que demuestra el llamado de Dios a su pueblo a "hacer justicia"."
101,"8°","Biblia","Servicio Cristiano","8.SC.5.b","Puedo reflexionar sobre una forma en que yo he "hecho justicia" personalmente o la he visto hacer este semestre."
102,"8°","Biblia","Servicio Cristiano","8.SC.5.b","Puedo reflexionar sobre una forma en que yo he "hecho justicia" personalmente o la he visto hacer este semestre."
103,"8°","Biblia","Servicio Cristiano","8.SC.5.c","Puedo dar un ejemplo de cómo la misericordia (recibir lo que no mereces) se aplica al servicio a los demás."
104,"8°","Biblia","Servicio Cristiano","8.SC.5.c","Puedo dar un ejemplo de cómo la misericordia (recibir lo que no mereces) se aplica al servicio a los demás."
105,"8°","Biblia","Servicio Cristiano","8.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
106,"8°","Biblia","Servicio Cristiano","8.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
107,"8°","Biblia","Servicio Cristiano","8.SC.5.e","Puedo ayudar a planificar e implementar proyectos de servicio."
108,"8°","Biblia","Servicio Cristiano","8.SC.5.e","Puedo ayudar a planificar e implementar proyectos de servicio."
109,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
110,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
111,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
112,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
113,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
114,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
115,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
116,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
117,"8°","Biblia","Discernimiento Espiritual","8.SD.2.b","Puedo evaluar cómo Dios obra en la vida de hombres y mujeres del Antiguo Testamento a pesar de las debilidades y fracasos humanos."
118,"8°","Biblia","Discernimiento Espiritual","8.SD.2.b","Puedo evaluar cómo Dios obra en la vida de hombres y mujeres del Antiguo Testamento a pesar de las debilidades y fracasos humanos."
119,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.a","Puedo distinguir entre seguir a Dios y seguir ídolos."
120,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.a","Puedo distinguir entre seguir a Dios y seguir ídolos."
121,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.b","Puedo identificar profecías del Antiguo Testamento que se cumplen en Jesucristo."
122,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.b","Puedo identificar profecías del Antiguo Testamento que se cumplen en Jesucristo."
123,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.c","Puedo discutir las implicaciones de ser creado a imagen de Dios."
124,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.c","Puedo discutir las implicaciones de ser creado a imagen de Dios."
125,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.d","Puedo evaluar la base de la ley y cómo interactúan las leyes bíblicas, naturales y civiles."
126,"8°","Biblia","Cosmovisión Bíblica","8.BW.3.d","Puedo evaluar la base de la ley y cómo interactúan las leyes bíblicas, naturales y civiles."
127,"8°","Biblia","Aplicación a la Vida","8.LA.4.a","Puedo discutir cómo los principios del Antiguo Testamento pueden enriquecer mi vida."
128,"8°","Biblia","Aplicación a la Vida","8.LA.4.a","Puedo discutir cómo los principios del Antiguo Testamento pueden enriquecer mi vida."
129,"8°","Biblia","Aplicación a la Vida","8.LA.4.b","Puedo usar ejemplos del Antiguo Testamento para evaluar el comportamiento piadoso."
130,"8°","Biblia","Aplicación a la Vida","8.LA.4.b","Puedo usar ejemplos del Antiguo Testamento para evaluar el comportamiento piadoso."
131,"8°","Biblia","Aplicación a la Vida","8.LA.4.c","Puedo comparar y contrastar las acciones de aquellos que siguen a Dios y aquellos que se apartan de Dios."
132,"8°","Biblia","Aplicación a la Vida","8.LA.4.c","Puedo comparar y contrastar las acciones de aquellos que siguen a Dios y aquellos que se apartan de Dios."
133,"8°","Biblia","Aplicación a la Vida","8.LA.4.d","Puedo memorizar versículos (Juan 1:10-12, Juan 13:34-35, Juan 14:1-3) y articular su significado y aplicación a mi vida."
134,"8°","Biblia","Aplicación a la Vida","8.LA.4.d","Puedo memorizar versículos (Juan 1:10-12, Juan 13:34-35, Juan 14:1-3) y articular su significado y aplicación a mi vida."
135,"8°","Biblia","Servicio Cristiano","8.SC.5.a","Puedo identificar y explicar un pasaje de las Escrituras que demuestra el llamado de Dios a su pueblo a "hacer justicia"."
136,"8°","Biblia","Servicio Cristiano","8.SC.5.a","Puedo identificar y explicar un pasaje de las Escrituras que demuestra el llamado de Dios a su pueblo a "hacer justicia"."
137,"8°","Biblia","Servicio Cristiano","8.SC.5.b","Puedo reflexionar sobre una forma en que yo he "hecho justicia" personalmente o la he visto hacer este semestre."
138,"8°","Biblia","Servicio Cristiano","8.SC.5.b","Puedo reflexionar sobre una forma en que yo he "hecho justicia" personalmente o la he visto hacer este semestre."
139,"8°","Biblia","Servicio Cristiano","8.SC.5.c","Puedo dar un ejemplo de cómo la misericordia (recibir lo que no mereces) se aplica al servicio a los demás."
140,"8°","Biblia","Servicio Cristiano","8.SC.5.c","Puedo dar un ejemplo de cómo la misericordia (recibir lo que no mereces) se aplica al servicio a los demás."
141,"8°","Biblia","Servicio Cristiano","8.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
142,"8°","Biblia","Servicio Cristiano","8.SC.5.d","Puedo evaluar las barreras personales para el servicio y la provisión de Dios para superarlas."
143,"8°","Biblia","Servicio Cristiano","8.SC.5.e","Puedo ayudar a planificar e implementar proyectos de servicio."
144,"8°","Biblia","Servicio Cristiano","8.SC.5.e","Puedo ayudar a planificar e implementar proyectos de servicio."
145,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
146,"8°","Biblia","Alfabetización Bíblica","8.BL.1.a","Puedo resumir los conceptos clave y los temas principales de los libros del Antiguo Testamento."
147,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
148,"8°","Biblia","Alfabetización Bíblica","8.BL.1.b","Puedo articular cómo los libros individuales del Antiguo Testamento se relacionan con los temas principales de la Biblia."
149,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
150,"8°","Biblia","Alfabetización Bíblica","8.BL.1.c","Puedo identificar eventos y personas clave en la Biblia."
151,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
152,"8°","Biblia","Discernimiento Espiritual","8.SD.2.a","Puedo explicar la inspiración y autoridad bíblica."
