Grado;Área;Tema;Código;Descripción
 9-12;Curso competente de Artes mediáticas;Transmitir significado a través de la presentación de obras artísticas.;P.MA.P.06;Visualice y describa los pensamientos y objetivos internos de un personaje guionado relacionados con las circunstancias dadas en una obra teatral.
 9-12;Curso competente de Artes mediáticas;Percibir y analizar la obra artística;P.MA.R.07;
 9-12;Curso competente de Artes mediáticas;Interpretar la intención y el significado en la obra artística;P.MA.R.08;a. Utilizar diversas técnicas de actuación para ampliar las habilidades y desarrollar las opciones de los personajes en una obra teatral.
 9-12;Curso competente de Artes mediáticas;Aplicar criterios para evaluar el trabajo artístico;P.MA.R.09;b. Ejecutar una variedad de elementos técnicos (por ejemplo, escenografía, iluminación, utilería, vestuario, sonido y maquillaje) para crear un diseño a través del ensayo para una obra teatral.
 9-12;Curso competente de Artes mediáticas;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;P.MA.Co.10; Relacione una representación teatral con una intención expresada (por ejemplo, querer que el público piense en la justicia).
 9-12;Curso competente de Artes mediáticas;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;P.MA.Co.11; Analizar elementos de una obra que sean indicativos del contexto histórico o cultural en el que fue creada.
 9-12;Curso Avanzado de Artes Mediáticas;Generar y conceptualizar ideas y trabajos artísticos.;A.MA.Cr.01; Explicar cómo una obra artística fue influenciada por la cultura y el contexto histórico en el que fue creada.
 9-12;Curso Avanzado de Artes Mediáticas;Organizar y desarrollar ideas y trabajos artísticos.;A.MA.Cr.02;Desarrollar criterios para evaluar una presentación teatral (por ejemplo, los estudiantes crean criterios para una actuación evaluada por estudiantes).
 9-12;Curso Avanzado de Artes Mediáticas;Refinar y completar la obra artística;A.MA.Cr.03; Describir y demostrar influencias de su estilo artístico personal y preferencias en el teatro.
 9-12;Curso Avanzado de Artes Mediáticas;Seleccionar, analizar e interpretar obras artísticas para su presentación.;A.MA.P.04; Identificar múltiples enfoques interculturales de la narración de historias conectados con diferentes poblaciones históricas (por ejemplo, las antiguas ciudades-estado griegas).
 9-12;Curso Avanzado de Artes Mediáticas;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;A.MA.P.05; Generar ideas artísticas que demuestren diferencias en los principios de composición (por ejemplo, equilibrio, proporción, énfasis) y amplíen los límites de lo que los materiales pueden hacer.
 9-12;Curso Avanzado de Artes Mediáticas;Transmitir significado a través de la presentación de obras artísticas.;A.MA.P.06; Desarrollar planes artísticos claros que otros puedan implementar.
 9-12;Curso Avanzado de Artes Mediáticas;Percibir y analizar la obra artística;A.MA.R.07; Aplicar estrategias para trabajar los bloqueos creativos.
 9-12;Curso Avanzado de Artes Mediáticas;Interpretar la intención y el significado en la obra artística;A.MA.R.08; Organizar una exposición temática.
 9-12;Curso Avanzado de Artes Mediáticas;Aplicar criterios para evaluar el trabajo artístico;A.MA.R.09; Utilice diferentes enfoques para compartir obras de arte (por ejemplo, portafolio digital, instalación de exposiciones).
 9-12;Curso Avanzado de Artes Mediáticas;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;A.MA.Co.10;Relacione una obra de arte con una intención expresa (por ejemplo, querer que el público sienta tensión entre dos posiciones).
 9-12;Curso Avanzado de Artes Mediáticas;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;A.MA.Co.11;Analizar elementos de una obra que sean indicativos del contexto histórico o cultural en el que fue creada.
 9-12; Estándares para solistas y conjuntos principiantes;Generar y conceptualizar ideas y trabajos artísticos.;NMCr.01; Explicar cómo una obra artística fue influenciada por la cultura o el contexto histórico en el que fue creada.
 9-12; Estándares para solistas y conjuntos principiantes;Organizar y desarrollar ideas y trabajos artísticos.;NMCr.02; Desarrollar criterios para evaluar una colección de obras de arte (por ejemplo, los estudiantes determinan los criterios para una exposición evaluada por estudiantes).
 9-12; Estándares para solistas y conjuntos principiantes;Refinar y completar la obra artística;NMCr.03; Describir y demostrar las influencias del estilo artístico personal y las preferencias en las artes visuales.
 9-12; Estándares para solistas y conjuntos principiantes;Seleccionar, analizar e interpretar obras artísticas para su presentación.;NMP04; Identificar ideas visuales de una variedad de culturas conectadas a diferentes poblaciones históricas.
 9-12; Estándares para solistas y conjuntos principiantes;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;NMP05; Crear danza que refleje características de diferentes movimientos artísticos (por ejemplo, el cubismo, el romanticismo y la vanguardia).
 9-12; Estándares para solistas y conjuntos principiantes;Transmitir significado a través de la presentación de obras artísticas.;NMP06;Utilice un tipo de notación de danza para documentar una danza original.
 9-12; Estándares para solistas y conjuntos principiantes;Percibir y analizar la obra artística;RMN07; Utilice disfraces y accesorios para perfeccionar un baile y expresar, evocar o comunicarse mejor con una audiencia.
 9-12; Estándares para solistas y conjuntos principiantes;Interpretar la intención y el significado en la obra artística;RMN08; Identificar fuentes históricas que expliquen las convenciones del movimiento.
 9-12; Estándares para solistas y conjuntos principiantes;Aplicar criterios para evaluar el trabajo artístico;RMN09; Evaluar las fortalezas y debilidades personales en improvisación, fuerza, flexibilidad, resistencia, equilibrio y coordinación e implementar planes para mejorar.
 9-12; Estándares para solistas y conjuntos principiantes;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;NMCo.10; Describe cómo las decisiones sobre una actuación están relacionadas con lo que el estudiante quiere expresar, evocar o comunicar.
 9-12; Estándares para solistas y conjuntos principiantes;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;NMCo.11; Analizar el estilo de un coreógrafo y cómo ese estilo se manifiesta en un trabajo de movimiento determinado.
 9-12; Estándares básicos para solistas y conjuntos;Generar y conceptualizar ideas y trabajos artísticos.;FMCr.01; Identificar elementos de una obra de danza que la conecten con un género o estilo específico.
 9-12; Estándares básicos para solistas y conjuntos;Organizar y desarrollar ideas y trabajos artísticos.;FMCr.02; Comparar y contrastar diferentes rúbricas o criterios para evaluar el trabajo de danza.
 9-12; Estándares básicos para solistas y conjuntos;Refinar y completar la obra artística;FMCr.03;Describe qué ha influido en los cambios en el estilo artístico y las preferencias de uno en la danza.
 9-12; Estándares básicos para solistas y conjuntos;Seleccionar, analizar e interpretar obras artísticas para su presentación.;FMP04; Identificar las conexiones entre el contexto histórico y cultural y los elementos estilísticos definitorios de los movimientos de danza.
 9-12; Estándares básicos para solistas y conjuntos;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;FMP05; Aplicar constantemente la investigación para respaldar el desarrollo de ideas artísticas (por ejemplo, investigar diferentes estilos de abanicos chinos para respaldar el diseño de un accesorio).
 9-12; Estándares básicos para solistas y conjuntos;Transmitir significado a través de la presentación de obras artísticas.;FMP06; Identificar las diferentes estrategias que utilizan los bailarines para generar y organizar sus ideas de movimiento.
 9-12; Estándares básicos para solistas y conjuntos;Percibir y analizar la obra artística;FMR07;Utilice el contexto histórico y cultural para refinar las opciones de movimiento personales.
 9-12; Estándares básicos para solistas y conjuntos;Interpretar la intención y el significado en la obra artística;FMR08; Demostrar cómo los coreógrafos utilizan técnicas específicas para evocar, expresar o comunicar en un trabajo de movimiento.
 9-12; Estándares básicos para solistas y conjuntos;Aplicar criterios para evaluar el trabajo artístico;FMR09; Contribuir a la producción de una obra de movimiento (por ejemplo, dirigir una sección de un ensayo).
 9-12; Estándares básicos para solistas y conjuntos;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;FMCo.10; Modificar una presentación de danza para aclarar su intención artística anticipándose a las respuestas de los espectadores.
 9-12; Estándares básicos para solistas y conjuntos;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;FMCo.11;Comparar y contrastar diferentes obras de movimiento en cuanto al uso de temas, espacios, tiempos y ritmos, gestos y lenguaje corporal, propiedades (accesorios) o vestuario.
 9-12; Estándares competentes para solistas y conjuntos;Generar y conceptualizar ideas y trabajos artísticos.;PMCr.01;Compare y contraste los elementos artísticos que hacen que la danza contemporánea sea única.
 9-12; Estándares competentes para solistas y conjuntos;Organizar y desarrollar ideas y trabajos artísticos.;PMCr.02; Elegir y defender diferentes criterios para evaluar el trabajo de danza.
 9-12; Estándares competentes para solistas y conjuntos;Refinar y completar la obra artística;PMCr.03; Describe cómo la danza influye en su enfoque hacia otras disciplinas académicas.
 9-12; Estándares competentes para solistas y conjuntos;Seleccionar, analizar e interpretar obras artísticas para su presentación.;PMP04;Explicar la relación entre la danza y la comercialización o propaganda (por ejemplo, discutir si una representación comercial del baile hip-hop es auténtica o no).
 9-12; Estándares competentes para solistas y conjuntos;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;PMP05; Generar ideas originales que integren principios estéticos con el estilo personal.
 9-12; Estándares competentes para solistas y conjuntos;Transmitir significado a través de la presentación de obras artísticas.;PMP06; Documentar las estrategias que utilizan regularmente para organizar sus ideas artísticas (por ejemplo, llevar un diario).
 9-12; Estándares competentes para solistas y conjuntos;Percibir y analizar la obra artística;PMR07;Identificar los desafíos del movimiento y las ventajas y desventajas de las diferentes soluciones.
 9-12; Estándares competentes para solistas y conjuntos;Interpretar la intención y el significado en la obra artística;PMR08;Realizar con precisión técnica una pieza que muestre fuerza, equilibrio, resistencia y coordinación.
 9-12; Estándares competentes para solistas y conjuntos;Aplicar criterios para evaluar el trabajo artístico;PMR09; Organizar y dirigir la producción de una obra de movimiento (por ejemplo, dirigir ensayos para una actuación en grupo pequeño).
 9-12; Estándares competentes para solistas y conjuntos;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;PMCo.10;Realizar una obra de danza que provoque la reflexión del público mediante la ejecución de habilidades técnicas con expresión artística, claridad, musicalidad y matices estilísticos.
 9-12; Estándares competentes para solistas y conjuntos;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;PMCo.11;Identificar formas en las que una obra del movimiento contemporáneo amplía los límites del género y la disciplina.
 9-12; Estándares avanzados para solistas y conjuntos;Generar y conceptualizar ideas y trabajos artísticos.;ASE.M.Cr.01; Analizar las formas en que sus propias perspectivas y prejuicios culturales y personales inciden en cómo entienden una obra de danza.
 9-12; Estándares avanzados para solistas y conjuntos;Organizar y desarrollar ideas y trabajos artísticos.;ASE.M.Cr.02; Identificar cómo los prejuicios, la cultura y los privilegios pueden afectar los criterios que utilizamos para evaluar el trabajo de danza.
 9-12; Estándares avanzados para solistas y conjuntos;Refinar y completar la obra artística;ASE.M.Cr.03; Explicar el desarrollo de su visión estética como bailarín y cómo se representa en una pieza de movimiento.
 9-12; Estándares avanzados para solistas y conjuntos;Seleccionar, analizar e interpretar obras artísticas para su presentación.;ASE.MP04;Identificar el contexto histórico y cultural que provocó el cambio de elementos estilísticos entre los estilos de danza.
 9-12; Estándares avanzados para solistas y conjuntos;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;ASE.MP05; Crear ideas de artes mediáticas que sean características de diferentes géneros mediáticos.
 9-12; Estándares avanzados para solistas y conjuntos;Transmitir significado a través de la presentación de obras artísticas.;ASE.MP06; Cree varios planes diferentes para un trabajo antes de seleccionar uno para implementar.
 9-12; Estándares avanzados para solistas y conjuntos;Percibir y analizar la obra artística;ASE.M.07; Refinar conceptos y contenidos centrándose en un elemento específico como la interactividad, la temporalidad o la heterogeneidad.
 9-12; Estándares avanzados para solistas y conjuntos;Interpretar la intención y el significado en la obra artística;ASE.M.08;Justificar las opciones de curaduría y presentación de obras de arte para una exhibición o evento específico (por ejemplo, los estudiantes completan una propuesta para una muestra con jurado dentro de la comunidad).
 9-12; Estándares avanzados para solistas y conjuntos;Aplicar criterios para evaluar el trabajo artístico;ASE.M.09; Desarrollar una propuesta para una instalación, obra de arte o espacio digital que transforme la percepción y experiencia de un lugar en particular.
 9-12; Estándares avanzados para solistas y conjuntos;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;ASE.M.Co.10; Describe cómo las decisiones sobre cómo se presenta una obra de arte multimedia están relacionadas con lo que el estudiante quiere expresar, evocar o comunicar.
 9-12; Estándares avanzados para solistas y conjuntos;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;ASE.M.Co.11;Analizar el estilo de un artista multimedia y cómo dicho estilo se manifiesta en una obra de arte multimedia determinada.
 9-12; Estándares generales de música avanzada;Generar y conceptualizar ideas y trabajos artísticos.;AG.M.Cr.01; Identificar elementos artísticos de una obra que la relacionen con un género o estilo específico.
 9-12; Estándares generales de música avanzada;Organizar y desarrollar ideas y trabajos artísticos.;AG.M.Cr.02;Comparar y contrastar diferentes rúbricas o criterios para evaluar obras de arte en medios.
 9-12; Estándares generales de música avanzada;Refinar y completar la obra artística;AG.M.Cr.03; Describe qué ha influido en los cambios en el propio estilo artístico y las preferencias en las artes mediáticas.
 9-12; Estándares generales de música avanzada;Seleccionar, analizar e interpretar obras artísticas para su presentación.;AG.MP04;Identificar las conexiones entre el contexto histórico y cultural y definir los elementos estilísticos de obras de arte en múltiples medios (por ejemplo, los cambios de estilo debido al nacimiento de la animación por computadora).
 9-12; Estándares generales de música avanzada;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;AG.MP05; Aplicar constantemente la investigación para apoyar el desarrollo de ideas artísticas. (por ejemplo, un estudiante investiga diferentes formas en que los artistas de los medios han utilizado el sonido de fondo para enfatizar la sorpresa).
 9-12; Estándares generales de música avanzada;Transmitir significado a través de la presentación de obras artísticas.;AG.MP06; Documentar de forma independiente una idea original de artes multimedia de varias partes (por ejemplo, wireframe, storyboard).
 9-12; Estándares generales de música avanzada;Percibir y analizar la obra artística;HS.AG.MR07;Perfeccionar los borradores de acuerdos para diferentes públicos.
 9-12; Estándares generales de música avanzada;Interpretar la intención y el significado en la obra artística;HS.AG.MR08; Explique cómo se utilizan técnicas específicas para evocar, expresar o comunicar ideas en una obra de arte multimedia o en una colección de dichas obras.
 9-12; Estándares generales de música avanzada;Aplicar criterios para evaluar el trabajo artístico;HS.AG.MR09; Contribuir con un trabajo que explore un tema, una idea o un concepto personalmente significativo para una muestra de artes multimedia (por ejemplo, seleccionar trabajos para incluir, desarrollar comentarios sobre ideas de presentación).
 9-12; Estándares generales de música avanzada;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;AG.M.Co.10; Modificar una obra de arte multimedia para aclarar su intención artística anticipándose a las respuestas de los espectadores.
 9-12; Estándares generales de música avanzada;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;AG.M.Co.11; Analice las cualidades y relaciones de los componentes en diversas obras de arte multimedia y considere cómo impactan a la audiencia.
 9-12; Estándares del curso de teatro básico;Generar y conceptualizar ideas y trabajos artísticos.;FTCr.01; Comparar y contrastar los elementos artísticos que hacen que las artes mediáticas sean únicas en comparación con otras disciplinas artísticas.
 9-12; Estándares del curso de teatro básico;Organizar y desarrollar ideas y trabajos artísticos.;FTCr.02; Elegir y defender diferentes criterios para evaluar las obras de arte multimedia.
 9-12; Estándares del curso de teatro básico;Refinar y completar la obra artística;FTCr.03;Describe cómo las artes mediáticas incluyen contenido de otras disciplinas académicas (por ejemplo, cómo se pueden usar patrones matemáticos para crear imágenes y sonidos en una obra de arte mediática).
 9-12; Estándares del curso de teatro básico;Seleccionar, analizar e interpretar obras artísticas para su presentación.;FTP04; Explicar la relación entre las obras de arte de los medios y la comercialización o la propaganda (por ejemplo, cómo se utilizan los memes para comunicar mensajes políticos).
 9-12; Estándares del curso de teatro básico;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;FTP05;Generar ideas originales que integren principios estéticos con el estilo personal individual.
 9-12; Estándares del curso de teatro básico;Transmitir significado a través de la presentación de obras artísticas.;FTP06;Documentar las estrategias personales que se utilizan regularmente para organizar las ideas artísticas (por ejemplo, cuaderno de bocetos, carpetas digitales, etc.).
 9-12; Estándares del curso de teatro básico;Percibir y analizar la obra artística;FTR07; Identificar desafíos artísticos y reflexionar sobre las ventajas y desventajas de diferentes soluciones.
 9-12; Estándares del curso de teatro básico;Interpretar la intención y el significado en la obra artística;FTR08; Crear producciones mediáticas integrando contenido y forma para respaldar una idea central.
 9-12; Estándares del curso de teatro básico;Aplicar criterios para evaluar el trabajo artístico;FTR09; Organizar y planificar una exposición de artes mediáticas que explore un tema, una idea o un concepto personalmente significativo (por ejemplo, identificar y coordinar un espacio artístico, configurar tecnología).
 9-12; Estándares del curso de teatro básico;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;FTR10; Presentar una pieza de arte multimedia que provoque la reflexión de la audiencia al presentar diferentes estilos o puntos de vista.
 9-12; Estándares del curso de teatro básico;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;FTR11; Identificar formas en las que una obra mediática contemporánea amplía los límites de un género y una disciplina.
 9-12; Estándares del curso de teatro competente;Generar y conceptualizar ideas y trabajos artísticos.;PTCr.01; Analizar las formas en que las perspectivas y los prejuicios culturales y personales inciden en cómo uno entiende una obra de arte.
 9-12; Estándares del curso de teatro competente;Organizar y desarrollar ideas y trabajos artísticos.;PTCr.02; Identificar cómo el sesgo, la cultura y el privilegio pueden afectar los criterios utilizados para evaluar las obras de arte en los medios.
 9-12; Estándares del curso de teatro competente;Refinar y completar la obra artística;PTCr.03; Explicar el desarrollo de una visión estética personal como artista multimedia y cómo eso se representa en una pieza.
 9-12; Estándares del curso de teatro competente;Seleccionar, analizar e interpretar obras artísticas para su presentación.;PTP04; Identificar el contexto histórico y cultural que provocó el cambio de elementos estilísticos entre movimientos artísticos.
 9-12; Estándares del curso de teatro competente;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;PTP05; Improvisar ideas melódicas y rítmicas cortas que reflejen características de diferentes géneros.
 9-12; Estándares del curso de teatro competente;Transmitir significado a través de la presentación de obras artísticas.;PTP06;Registrar decisiones sobre la precisión de la música escrita (por ejemplo, agregar un recordatorio de la armadura de clave o indicar subdivisiones de tiempo para un ritmo difícil).
 9-12; Estándares del curso de teatro competente;Percibir y analizar la obra artística;PTR07; Refinar las interpretaciones musicales explorando diferentes elementos (por ejemplo, dinámica y articulaciones).
 9-12; Estándares del curso de teatro competente;Interpretar la intención y el significado en la obra artística;PTR08; Identificar las estrategias básicas que utilizan los músicos para practicar y emplearlas en la preparación de una obra musical para su interpretación.
 9-12; Estándares del curso de teatro competente;Aplicar criterios para evaluar el trabajo artístico;PTR09;" Interpretar con precisión y expresión obras de la literatura vocal o instrumental con un nivel de dificultad de 2, en una escala de 1 a 6; o una escala comparable."
 9-12; Estándares del curso de teatro competente;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;PTCo.10; Relacione una interpretación musical con una intención expresada (por ejemplo, querer que el público se identifique con una emoción).
 9-12; Estándares del curso de teatro competente;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;PTCo.11; Analizar cómo las culturas se reflejan en una gama diversa de obras musicales.
 9-12; Estándares del Curso Avanzado de Teatro;Generar y conceptualizar ideas y trabajos artísticos.;ATCr.01; Explicar cómo una obra musical está conectada con un contexto histórico y cultural particular donde fue creada.
 9-12; Estándares del Curso Avanzado de Teatro;Organizar y desarrollar ideas y trabajos artísticos.;ATCr.02;Desarrollar criterios para una rúbrica para evaluar obras musicales (por ejemplo, los estudiantes crean criterios para una interpretación que es evaluada por ellos mismos).
 9-12; Estándares del Curso Avanzado de Teatro;Refinar y completar la obra artística;ATCr.03; Describe las influencias del estilo y preferencias musicales personales.
 9-12; Estándares del Curso Avanzado de Teatro;Seleccionar, analizar e interpretar obras artísticas para su presentación.;ATP04; Identificar ideas musicales de diferentes culturas estudiadas en la historia y las ciencias sociales (por ejemplo, los nativos americanos).
 9-12; Estándares del Curso Avanzado de Teatro;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;ATP05; Explorar ideas para interpretar una obra (por ejemplo, improvisar adornos para pasajes musicales).
 9-12; Estándares del Curso Avanzado de Teatro;Transmitir significado a través de la presentación de obras artísticas.;ATP06; Registrar decisiones sobre la interpretación de música escrita (por ejemplo, agregar dinámica o acentos a una partitura).
 9-12; Estándares del Curso Avanzado de Teatro;Percibir y analizar la obra artística;ATRO7; Perfeccionar las interpretaciones musicales explorando diferentes frases (por ejemplo, incorporando tensión, liberación, unidad y variedad).
 9-12; Estándares del Curso Avanzado de Teatro;Interpretar la intención y el significado en la obra artística;ATRO8; Identificar estrategias avanzadas que utilizan los músicos para practicar y emplearlas en la preparación de una obra musical para su interpretación.
 9-12; Estándares del Curso Avanzado de Teatro;Aplicar criterios para evaluar el trabajo artístico;ATRO9;"Interpretar con precisión y expresión obras de la literatura vocal o instrumental con un nivel de dificultad de 3, en una escala de 1 a 6; o una escala comparable."
 9-12; Estándares del Curso Avanzado de Teatro;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;ATCo.10; Describe cómo las decisiones sobre una actuación están relacionadas con lo que los estudiantes quieren expresar, evocar o comunicar.
 9-12; Estándares del Curso Avanzado de Teatro;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;ATCo.11;Analizar el estilo que utiliza un músico y cómo se manifiesta en una obra musical determinada.
 9-12; Estándares del Curso de Teatro Técnico;Generar y conceptualizar ideas y trabajos artísticos.;TTP01; Identificar elementos de una obra que la conecten con un género o estilo específico.
 9-12; Estándares del Curso de Teatro Técnico;Organizar y desarrollar ideas y trabajos artísticos.;TTP02;Comparar y contrastar diferentes rúbricas o criterios para evaluar la música para identificar ventajas y desventajas de cada enfoque.
 9-12; Estándares del Curso de Teatro Técnico;Refinar y completar la obra artística;TTP03; Describe qué ha influido en los cambios en el propio estilo musical y preferencias musicales.
 9-12; Estándares del Curso de Teatro Técnico;Seleccionar, analizar e interpretar obras artísticas para su presentación.;TTCr.04;"Identificar las conexiones entre los contextos históricos y culturales y los elementos estilísticos definitorios de múltiples movimientos musicales (por ejemplo, la búsqueda de Aaron Copland de un sonido estadounidense, o cómo ""Strange Fruit"" de Billie Holiday dio origen a un género de canciones de protesta)."
 9-12; Estándares del Curso de Teatro Técnico;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;TTCr.05; Aplicar la investigación para respaldar la interpretación musical (por ejemplo, los estudiantes escuchan varias grabaciones diferentes de una pieza determinada para determinar un enfoque de interpretación).
 9-12; Estándares del Curso de Teatro Técnico;Transmitir significado a través de la presentación de obras artísticas.;TTCr.06; Organizar una melodía para varios instrumentos o voces.
 9-12; Estándares del Curso de Teatro Técnico;Percibir y analizar la obra artística;TTR07;Perfeccionar los borradores de arreglos para garantizar la coherencia en el estilo, el género y la notación.
 9-12; Estándares del Curso de Teatro Técnico;Interpretar la intención y el significado en la obra artística;TTR08; Contribuir a la producción de una actuación en grupo pequeño (por ejemplo, dirigir una sección de un ensayo).
 9-12; Estándares del Curso de Teatro Técnico;Aplicar criterios para evaluar el trabajo artístico;TTR09;" Interpretar con precisión y expresión obras de la literatura vocal o instrumental con un nivel de dificultad de 4, en una escala de 1 a 6; o una escala comparable."
 9-12; Estándares del Curso de Teatro Técnico;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;TTCo.10;Modificar una actuación anticipando las respuestas de la audiencia para alinearla mejor con la intención artística del estudiante.
 9-12; Estándares del Curso de Teatro Técnico;Relacionar ideas y obras artísticas con realidades sociales, culturales e históricas.;TTCo.11; Examinar cómo la estructura de la música impacta e informa las interpretaciones.
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Generar y conceptualizar ideas y trabajos artísticos.;FVCr.01; Comparar y contrastar los elementos artísticos que hacen que la música contemporánea sea única (por ejemplo, comparar y contrastar cómo la música contemporánea es diferente de las interpretaciones contemporáneas de una obra clásica).
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Organizar y desarrollar ideas y trabajos artísticos.;FVCr.02; Elegir y defender diferentes criterios para evaluar una interpretación musical específica.
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Refinar y completar la obra artística;FVCr.03;Describe cómo la música influye en el enfoque hacia otras disciplinas académicas (por ejemplo, cómo la física del sonido influye en cómo uno hace música).
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Seleccionar, analizar e interpretar obras artísticas para su presentación.;FVP04;"Explicar la relación entre la música y la comercialización o propaganda (por ejemplo, cómo el uso de ""Revolution"" de los Beatles por parte de Nike generó controversia, o cómo la música de Wagner fue utilizada por la Alemania nazi)."
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;FVP05;Generar interpretaciones instrumentales o vocales que integren principios estéticos con el estilo personal.
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Transmitir significado a través de la presentación de obras artísticas.;FVP06; Organice piezas para múltiples instrumentos o voces en una variedad de géneros y estilos.
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Percibir y analizar la obra artística;FVR07;" Identificar los desafíos musicales y reflexionar sobre las ventajas y desventajas de diferentes soluciones (por ejemplo, al tocar un instrumento, la posición ideal de la mano para una frase difícil; al cantar, el espaciado de las respiraciones en un pasaje largo)."
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Interpretar la intención y el significado en la obra artística;FVR08; Organizar y dirigir una actuación en grupo pequeño (por ejemplo, dirigir ensayos).
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Aplicar criterios para evaluar el trabajo artístico;FVR09;" Interpretar con precisión y expresión obras de la literatura vocal o instrumental con un nivel de dificultad de 5, en una escala de 1 a 6; o una escala comparable."
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Sintetizar y relacionar conocimientos y experiencias personales para hacer arte.;FVCo.10; Interpretar una obra musical diseñada para provocar la reflexión del público debido a su estilo o punto de vista.
 9-12; Estándares del curso de Fundamentos de Artes Visuales;Relacionar ideas y obras artísticas con contextos sociales, culturales e históricos para profundizar la comprensión.;FVCo.11;Identificar formas en las que una pieza musical contemporánea traspasa los límites del género y la disciplina.
 9-12; Estándares del curso de artes visuales competentes;Generar y conceptualizar ideas y trabajos artísticos.;PVCr.01; Analizar las formas en que las propias perspectivas y prejuicios culturales y personales afectan la comprensión de una obra musical.
 9-12; Estándares del curso de artes visuales competentes;Organizar y desarrollar ideas y trabajos artísticos.;PVCr.02; Identificar cómo los prejuicios, la cultura y los privilegios pueden afectar los criterios que se utilizan para evaluar el desempeño musical.
 9-12; Estándares del curso de artes visuales competentes;Refinar y completar la obra artística;PVCr.03; Explicar el desarrollo de la visión estética del grupo como conjunto y cómo se representa en una actuación.
 9-12; Estándares del curso de artes visuales competentes;Seleccionar, analizar e interpretar obras artísticas para su presentación.;PVP04; Identificar los contextos históricos y culturales que provocaron el cambio de elementos estilísticos entre los movimientos musicales.
 9-12; Estándares del curso de artes visuales competentes;Desarrollar y perfeccionar técnicas artísticas y trabajar para la presentación.;PVP05; Aplicar constantemente la investigación para generar ideas compositivas (por ejemplo, para ayudar a generar nuevas ideas, los estudiantes escuchan varias grabaciones diferentes de piezas que utilizan sonidos industriales).
 9-12; Estándares del curso de artes visuales competentes;Transmitir significado a través de la presentación de obras artísticas.;PVP06; Documentar las estrategias utilizadas regularmente para organizar ideas artísticas (por ejemplo, desarrollar escalas subdominantes o componer utilizando una forma sonata).
 9-12; Estándares del curso de artes visuales competentes;Percibir y analizar la obra artística;PVR07;Refinar piezas musicales para ampliar ideas rítmicas y armónicas (por ejemplo, componer en firmas de tiempo inusuales o ir más allá de las progresiones I, IV, V).
 9-12; Estándares del curso de artes visuales competentes;Interpretar la intención y el significado en la obra artística;PVR08; Explicar cómo la propia composición se relaciona con géneros, estilos y formas musicales establecidos (por ejemplo, explicar cómo la propia pieza combina elementos del jazz y la música celta).
 9-12; Estándares del curso de artes visuales competentes;Aplicar criterios para evaluar el trabajo artístico;PVR09; Dirigir la producción y puesta en común de una composición original (por ejemplo, un estudiante dirige un concierto en el que se interpreta su obra).
